accession,benchmark_type,Domain,Phylum,Class,Order,Family,Genus,Species,num_seqs,sum_len,min_len,avg_len,max_len,genome_size
RS_GCF_900129555.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium defluvii,4197,1442632,21,343.7,8160,4871623
RS_GCF_900129575.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium segetis,2925,994112,31,339.9,4666,3463995
RS_GCF_900129585.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium micromati,3210,1044314,30,325.3,4780,3692790
RS_GCF_900129665.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda flava,3529,1187633,32,336.5,4775,3836163
RS_GCF_900129705.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium granuli,3254,1113014,31,342,4225,3798137
RS_GCF_900129745.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella jejuensis,2820,942996,23,334.4,3319,3033897
RS_GCF_900141785.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina spongiae,4742,1620359,24,341.7,5060,5345319
RS_GCF_900141935.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter nanhaiticus,3612,1233128,20,341.4,2810,4362450
RS_GCF_900142035.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium terrae,2891,974149,30,337,3323,3161259
RS_GCF_900142175.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter aquivivus,3990,1386582,30,347.5,5771,4578396
RS_GCF_900142695.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium xanthum,3285,1084394,22,330.1,2974,3755582
RS_GCF_900142715.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium pectinovorum,4673,1654416,30,354,5432,5610979
RS_GCF_900142735.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium saccharophilum,4409,1532372,23,347.6,7068,5209309
RS_GCF_900142775.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium flevense,3527,1258574,30,356.8,3247,4230539
RS_GCF_900142885.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium xinjiangense,3441,1137210,26,330.5,3859,3902806
RS_GCF_900142975.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter salegens,3534,1190339,30,336.8,3237,4010099
RS_GCF_900143245.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium fryxellicola,3253,1065116,30,327.4,2968,3709863
RS_GCF_900148835.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium cucumis,2669,866666,30,324.7,3476,2854482
RS_GCF_900155985.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter ulvicola,3902,1341569,30,343.8,4834,4511475
RS_GCF_900167935.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter arcticus,3735,1261105,30,337.6,3378,4211145
RS_GCF_900168045.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter holothuriorum,3106,1064325,31,342.7,3248,3591995
RS_GCF_900168115.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter salinarum,3737,1281322,29,342.9,2940,4310031
RS_GCF_900168265.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Salegentibacter,Salegentibacter salarius,3070,997391,22,324.9,3245,3328841
RS_GCF_900177645.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,Arenibacter troitsensis,4429,1555703,21,351.3,3663,5287600
RS_GCF_900182645.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium resistens,4284,1508166,30,352,4525,5036896
RS_GCF_900188415.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,Maribacter sedimenticola,3699,1302984,30,352.3,3904,4269365
RS_GCF_900198195.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum jejuense,4038,1404434,33,347.8,5674,4614879
RS_GCF_900215465.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda parva,3921,1366833,31,348.6,4790,4444453
RS_GCF_900239345.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum dicentrarchi,2486,831175,22,334.3,7454,2804033
RS_GCF_900239495.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum finnmarkense,2473,832112,21,336.5,7533,2815918
RS_GCF_900446695.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga sputigena,2756,931376,24,337.9,5395,3053418
RS_GCF_902804475.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium bizetiae,4965,1693229,20,341,5491,5826243
RS_GCF_902804485.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium collinsii,4843,1654924,20,341.7,5337,5735532
RS_GCF_903819335.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium panici,4793,1644203,25,343,8146,5623477
RS_GCF_903819435.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium salmonis,5110,1726449,23,337.9,2423,5863820
GB_GCA_002245855.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium cellulitidis,4026,1372249,30,340.8,2115,4605546
RS_GCF_000023825.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter heparinus,4272,1602773,30,375.2,4897,5167383
RS_GCF_000143765.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium spiritivorum,4386,1528199,30,348.4,3876,5093512
RS_GCF_000166195.2,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter paludis,7271,2425128,30,333.5,3732,8408322
RS_GCF_000258495.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter agri,5061,1501633,20,296.7,4227,5141552
RS_GCF_000708285.2,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter borealis,4813,1570542,24,326.3,4733,5544917
RS_GCF_000812965.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter kyungheensis,5308,1871140,23,352.5,7947,6358642
RS_GCF_000832545.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter lusitanus,5459,1805249,21,330.7,7837,5988187
RS_GCF_001442625.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ginsenosidimutans,5462,1902556,25,348.3,4488,6517553
RS_GCF_001911425.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter polytrichastri,5155,1728318,30,335.3,4094,5843004
RS_GCF_002013915.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter pedocola,6165,2090147,30,339,6098,7035113
RS_GCF_002257585.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter xinganensis,4641,1577487,30,339.9,2418,5301339
RS_GCF_002355435.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gotjawali,5701,1853833,30,325.2,3223,6343898
RS_GCF_002736205.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ginsengisoli,4561,1642862,30,360.2,3667,5373360
RS_GCF_002797815.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter auburnensis,3640,1216443,30,334.2,2937,4037925
RS_GCF_002980525.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium haloxyli,4049,1432481,20,353.8,2438,4694399
RS_GCF_002980575.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium gobiense,3878,1405978,30,362.6,2440,4598820
RS_GCF_003029735.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter yulinensis,3833,1311166,31,342.1,2387,4310771
RS_GCF_003050755.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter yixingensis,4443,1575221,30,354.5,3134,5315671
RS_GCF_003054045.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium faecium,4549,1540984,30,338.8,1995,5296794
RS_GCF_003071065.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium athyrii,5867,2024597,30,345.1,2760,6853865
RS_GCF_003076635.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium corticibacter,3459,1184237,29,342.4,1810,3907883
RS_GCF_003148845.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter oryzae,5090,1745088,31,342.8,2343,5939202
RS_GCF_003208655.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter nutrimenti,4948,1749217,30,353.5,5030,5716991
RS_GCF_003259615.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter cryoconitis,5288,1831495,21,346.3,7841,6080251
RS_GCF_003313385.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter chitinilyticus,4197,1492875,30,355.7,3773,5054063
RS_GCF_003313505.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter nanyangensis,4001,1407605,27,351.8,3190,4736258
RS_GCF_003315595.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter miscanthi,5681,1911978,21,336.6,4961,6696979
RS_GCF_003339865.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter chinensis,4714,1561923,30,331.3,3034,5448160
RS_GCF_003351025.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter endophyticus,6391,2214332,26,346.5,4751,7513085
RS_GCF_003432065.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter terrenus,4180,1394405,27,333.6,2394,4615028
RS_GCF_003432115.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter conchicola,4859,1598699,30,329,2802,5335313
RS_GCF_003576455.2,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter celer,5972,2098796,30,351.4,6975,7149106
RS_GCF_003610355.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium detergens,5662,1990798,22,351.6,2335,6733110
RS_GCF_003627955.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium puteale,5722,1986373,22,347.1,2705,6719458
RS_GCF_003633615.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gracilis,6019,1980133,30,329,2793,6660733
RS_GCF_003664035.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter alluvionis,5091,1726645,20,339.2,4486,6037645
RS_GCF_003675385.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter kameinonensis,6189,2171800,28,350.9,4751,7329434
RS_GCF_003725795.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter jejuensis,4093,1390180,30,339.6,2922,4795808
RS_GCF_004005815.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter limnophilus,4166,1395717,20,335,2635,4628845
RS_GCF_004054195.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter gilvus,4846,1603202,24,330.8,3584,5418978
RS_GCF_004168255.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter terrigena,3874,1283882,30,331.4,2991,4277082
RS_GCF_004208525.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium corticibacterium,4236,1576878,30,372.3,2735,5119506
RS_GCF_004310665.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter kyonggii,5249,1787879,23,340.6,4489,6186183
RS_GCF_004331645.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter frigiditerrae,4827,1732052,30,358.8,3377,5810223
RS_GCF_004331675.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter frigidisoli,4630,1531886,30,330.9,12325,5273566
RS_GCF_004331685.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter hiemivivus,5481,2024261,27,369.3,7857,6581828
RS_GCF_004331695.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychroterrae,4331,1576391,30,364,3100,5112203
RS_GCF_004331735.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychrodurus,5105,1754634,24,343.7,10052,6094659
RS_GCF_004335085.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter nototheniae,4599,1554052,22,337.9,6302,5263887
RS_GCF_004340665.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter psychrotolerans,4405,1506914,21,342.1,4507,5193952
RS_GCF_004342685.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium alimentarium,3417,1069732,20,313.1,1815,3576798
RS_GCF_004354365.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter changchengzhani,3435,1127843,24,328.3,2676,3903523
RS_GCF_004362245.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter duraquae,4686,1626742,22,347.1,3097,5288263
RS_GCF_004362715.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter metabolipauper,4586,1604434,29,349.9,4417,5251143
RS_GCF_004363245.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium yanglingense,4680,1655691,30,353.8,3016,5485389
RS_GCF_004364125.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium paludis,4186,1408142,30,336.4,2281,4781820
RS_GCF_004378255.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter phyllosphaerae,3923,1327587,23,338.4,3700,4419787
RS_GCF_004519315.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter psychrotolerans,5794,1880927,22,324.6,3574,6422970
RS_GCF_005048855.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium olei,4584,1630963,21,355.8,3025,5406411
RS_GCF_005049105.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium alkalisoli,4847,1742696,30,359.5,4073,5780041
RS_GCF_005116445.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter frigoris,4124,1437320,30,348.5,4161,4686568
RS_GCF_005116475.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter cryotolerans,3770,1246532,30,330.6,2389,4246102
RS_GCF_005116505.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter polaris,3960,1369458,24,345.8,4913,4574302
RS_GCF_005925325.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter helvus,4023,1368905,30,340.3,4468,4618610
RS_GCF_005925345.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ureilyticus,4248,1465573,30,345,3569,4976191
RS_GCF_006476045.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium lumbrici,2766,939933,30,339.8,2950,3140991
RS_GCF_007830445.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium siyangense,5574,1861540,20,334,2010,6294929
RS_GCF_007830615.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter frigoritolerans,4934,1678175,30,340.1,4838,5655731
RS_GCF_007846085.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter pallidiroseus,3887,1277059,30,328.5,2636,4251969
RS_GCF_007846095.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter achroorhodeus,3858,1292512,28,335,2636,4277435
RS_GCF_007971525.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,Mucilaginibacter ginsenosidivorax,6538,2274444,24,347.9,2991,7811413
RS_GCF_008180195.1,Recommended approach,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium phlebotomi,4468,1598974,25,357.9,2735,5197142
